"TOA5","Potchefstroom","CR1000X","12345","CR1000X.Std.13.02","CPU:StratusDemo.CR1X","51201","WeatherData"
"TIMESTAMP","RECORD","AirTC_Avg","RH","DewPt_Avg","BP_mbar_Avg","WS_ms_Avg","WS_Max","WSpd_Min","WindDir","Wind_Dir_SD1_WVT","SlrW_Avg","SlrMJ_Tot","UV_Index_Avg","Rain_mm_Tot","SoilTC_Avg","VWC_Avg","Visibility_km","PM2_5_Avg","PM10_Avg","Lightning_Tot","LightningDist","LightningEnergy","BattV_Avg","PTemp_C_Avg","MPPT_SolV_Avg","MPPT_SolI_Avg","MPPT_SolP_Avg","MPPT_BatV_Avg","MPPT_LdV_Avg","MPPT_LdI_Avg","SolarCharger_BoardTemp_1_Avg"
"2026-08-12 12:40:00","95","26.13","45.4","13.42","861.53","3.35","5.04","1.80","79.3","9.3","629.0","0.1887","7.0","0.00","19.09","0.1537","24.3","11.4","25.2","0","NAN","NAN","14.196","32.65","19.87","3.09","61.4","14.196","14.12","0.26","31.41"
"2026-08-12 12:45:00","96","26.87","44.5","13.77","861.72","3.09","4.73","2.20","79.5","13.9","660.7","0.1982","7.4","0.00","19.16","0.1536","27.3","14.4","24.6","0","NAN","NAN","14.231","33.26","19.46","3.17","61.7","14.231","14.13","0.19","32.62"
"2026-08-12 12:50:00","97","26.48","45.4","13.72","861.78","3.59","5.47","2.26","79.7","10.8","654.8","0.1964","7.3","0.00","19.23","0.1534","28.6","12.9","23.4","0","NAN","NAN","14.220","33.13","19.53","3.11","60.7","14.220","14.10","0.15","32.09"
"2026-08-12 12:55:00","98","26.37","43.6","13.00","861.74","3.89","5.64","2.14","80.0","8.8","609.8","0.1829","6.8","0.00","19.29","0.1533","26.9","11.7","20.8","0","NAN","NAN","14.202","32.34","19.73","3.07","60.6","14.202","14.13","0.28","31.91"
"2026-08-12 13:00:00","99","26.36","44.8","13.41","861.67","3.26","5.68","1.78","80.2","6.4","589.8","0.1769","6.5","0.00","19.36","0.1532","25.6","12.6","27.7","0","NAN","NAN","14.144","32.39","19.55","3.00","58.7","14.144","14.02","0.19","32.04"
"2026-08-12 13:05:00","100","26.53","44.8","13.56","861.84","3.76","6.46","2.50","80.3","11.7","604.6","0.1814","6.7","0.00","19.43","0.1531","31.5","9.3","17.5","0","NAN","NAN","14.194","33.43","19.48","2.78","54.1","14.194","14.09","0.25","31.80"
"2026-08-12 13:10:00","101","26.71","43.3","13.19","861.63","3.81","6.14","2.77","80.5","16.3","618.4","0.1855","6.9","0.00","19.49","0.1529","25.4","12.4","27.5","0","NAN","NAN","14.183","33.12","19.70","2.92","57.5","14.183","14.09","0.27","32.47"
"2026-08-12 13:15:00","102","27.02","43.0","13.38","861.83","3.70","5.65","2.46","80.7","10.2","616.8","0.1850","6.9","0.00","19.56","0.1528","28.3","9.2","21.5","0","NAN","NAN","14.198","34.02","19.32","3.02","58.4","14.198","14.09","0.23","32.43"
"2026-08-12 13:20:00","103","26.68","45.9","14.08","861.75","3.52","5.66","1.80","80.9","13.8","572.8","0.1718","6.4","0.00","19.63","0.1527","27.4","9.4","21.1","0","NAN","NAN","14.145","33.45","19.40","2.79","54.1","14.145","14.03","0.31","31.86"
"2026-08-12 13:25:00","104","26.99","45.1","14.09","861.77","4.06","6.06","2.03","81.1","9.6","578.0","0.1734","6.4","0.00","19.69","0.1526","26.8","11.5","25.4","0","NAN","NAN","14.143","33.49","19.45","2.81","54.6","14.143","14.05","0.30","32.80"
"2026-08-12 13:30:00","105","26.81","44.1","13.57","861.68","3.42","5.92","2.54","81.3","14.4","582.0","0.1746","6.5","0.00","19.76","0.1525","26.3","11.8","24.8","0","NAN","NAN","14.158","33.45","19.08","2.92","55.7","14.158","14.06","0.19","32.30"
"2026-08-12 13:35:00","106","27.33","41.6","13.14","861.79","3.72","6.17","2.26","81.5","11.7","570.8","0.1712","6.3","0.00","19.82","0.1524","25.3","12.8","29.1","0","NAN","NAN","14.125","34.00","19.66","2.82","55.4","14.125","14.02","0.16","32.70"
"2026-08-12 13:40:00","107","27.25","42.4","13.37","862.02","3.82","6.12","1.73","81.7","14.9","551.4","0.1654","6.1","0.00","19.88","0.1523","24.2","12.1","26.6","0","NAN","NAN","14.102","34.03","19.27","2.67","51.5","14.102","14.02","0.33","32.84"
"2026-08-12 13:45:00","108","27.42","43.8","14.02","862.05","3.48","5.73","1.60","81.9","9.4","561.2","0.1683","6.2","0.00","19.95","0.1521","26.8","13.2","27.4","0","NAN","NAN","14.132","34.41","19.36","2.72","52.7","14.132","14.05","0.18","32.96"
"2026-08-12 13:50:00","109","27.40","41.8","13.28","862.04","3.96","6.62","2.80","82.1","8.3","583.7","0.1751","6.5","0.00","20.01","0.1520","33.7","8.3","14.4","0","NAN","NAN","14.147","33.78","19.79","2.87","56.8","14.147","14.04","0.23","32.46"
"2026-08-12 13:55:00","110","27.24","42.3","13.33","862.11","3.67","6.20","2.19","82.2","15.6","540.9","0.1623","6.0","0.00","20.07","0.1519","25.9","11.7","24.5","0","NAN","NAN","14.111","34.02","19.08","2.65","50.6","14.111","14.00","0.23","32.47"
"2026-08-12 14:00:00","111","27.42","42.7","13.61","862.09","3.44","5.15","2.32","82.4","8.6","553.4","0.1660","6.1","0.00","20.13","0.1518","30.2","9.9","20.3","0","NAN","NAN","14.135","34.30","19.16","2.68","51.4","14.135","14.03","0.21","32.85"
"2026-08-12 14:05:00","112","27.45","44.0","14.11","862.02","3.57","5.48","1.84","82.6","12.3","552.3","0.1657","6.1","0.00","20.19","0.1517","24.9","13.1","25.7","0","NAN","NAN","14.108","33.70","19.20","2.60","49.9","14.108","14.02","0.24","32.64"
"2026-08-12 14:10:00","113","27.00","43.2","13.43","862.23","4.31","6.45","2.72","82.8","7.3","511.3","0.1534","5.6","0.00","20.25","0.1516","27.7","9.2","19.2","0","NAN","NAN","14.069","33.52","19.37","2.46","47.7","14.069","13.94","0.16","32.23"
"2026-08-12 14:15:00","114","27.21","44.6","14.12","862.08","3.47","4.90","1.83","82.9","15.1","495.4","0.1486","5.5","0.00","20.31","0.1515","23.4","13.1","29.5","0","NAN","NAN","14.045","34.28","18.83","2.35","44.3","14.045","13.94","0.18","32.97"
"2026-08-12 14:20:00","115","27.48","41.4","13.19","862.11","3.61","5.25","2.14","83.1","16.0","498.5","0.1496","5.5","0.00","20.37","0.1514","31.5","10.3","18.1","0","NAN","NAN","14.072","34.33","18.84","2.34","44.1","14.072","13.96","0.14","32.76"
"2026-08-12 14:25:00","116","27.61","41.3","13.29","862.20","3.61","5.43","2.40","83.3","8.2","508.0","0.1524","5.6","0.00","20.42","0.1513","29.9","10.2","21.0","0","NAN","NAN","14.052","34.23","18.90","2.57","48.6","14.052","13.95","0.24","33.59"
"2026-08-12 14:30:00","117","27.82","40.3","13.10","862.26","4.29","6.71","2.70","83.4","10.1","506.6","0.1520","5.6","0.00","20.48","0.1512","29.3","8.4","19.1","0","NAN","NAN","14.058","33.74","19.35","2.39","46.2","14.058","13.99","0.20","32.98"
"2026-08-12 14:35:00","118","27.63","43.0","13.91","862.28","3.98","6.10","2.83","83.6","11.5","473.4","0.1420","5.2","0.00","20.54","0.1511","30.6","9.2","20.2","0","NAN","NAN","14.025","33.70","18.94","2.31","43.7","14.025","13.95","0.33","33.42"
"2026-08-12 14:40:00","119","27.50","41.0","13.07","862.39","3.74","5.34","1.87","83.8","13.7","466.4","0.1399","5.1","0.00","20.59","0.1510","25.2","12.6","27.9","0","NAN","NAN","14.020","34.08","19.26","2.15","41.4","14.020","13.93","0.16","32.79"
"2026-08-12 14:45:00","120","27.58","42.8","13.82","862.42","3.64","5.44","1.92","83.9","17.2","452.3","0.1357","5.0","0.00","20.64","0.1509","27.3","11.2","22.0","0","NAN","NAN","14.000","33.59","18.85","2.18","41.1","14.000","13.94","0.14","33.47"
"2026-08-12 14:50:00","121","27.53","43.1","13.89","862.53","4.26","6.12","2.97","84.1","16.2","462.4","0.1387","5.1","0.00","20.69","0.1508","28.6","10.9","22.0","0","NAN","NAN","14.018","34.57","18.91","2.10","39.7","14.018","13.91","0.27","33.48"
"2026-08-12 14:55:00","122","27.59","42.2","13.59","862.48","4.03","5.74","2.46","84.3","13.4","445.2","0.1336","4.9","0.00","20.75","0.1507","25.4","10.5","24.3","0","NAN","NAN","13.985","33.98","18.68","2.16","40.3","13.985","13.92","0.28","32.84"
"2026-08-12 15:00:00","123","27.60","41.8","13.45","862.61","4.38","6.02","2.39","84.4","14.5","416.3","0.1249","4.5","0.00","20.80","0.1506","28.3","9.5","20.9","0","NAN","NAN","13.973","33.73","19.14","2.07","39.6","13.973","13.91","0.15","32.95"
"2026-08-12 15:05:00","124","27.62","42.2","13.61","862.56","4.05","5.61","2.84","84.6","14.7","404.8","0.1214","4.4","0.00","20.84","0.1506","30.5","10.9","20.2","0","NAN","NAN","13.961","34.12","19.07","1.83","34.9","13.961","13.86","0.20","33.42"
"2026-08-12 15:10:00","125","27.42","43.8","14.04","862.58","4.26","7.41","2.90","84.7","14.6","398.8","0.1196","4.3","0.00","20.89","0.1505","26.9","11.7","27.1","0","NAN","NAN","13.960","33.63","18.82","2.08","39.1","13.960","13.86","0.21","32.93"
"2026-08-12 15:15:00","126","27.55","41.0","13.11","862.84","4.26","7.17","2.13","84.9","15.7","394.8","0.1184","4.3","0.00","20.94","0.1504","24.9","11.6","25.5","0","NAN","NAN","13.945","33.58","19.11","2.05","39.2","13.945","13.88","0.13","33.03"
"2026-08-12 15:20:00","127","27.38","44.0","14.05","862.80","4.02","6.99","2.98","85.0","6.6","368.3","0.1105","4.0","0.00","20.98","0.1503","29.0","11.3","21.2","0","NAN","NAN","13.922","33.59","18.77","1.89","35.5","13.922","13.87","0.30","33.23"
"2026-08-12 15:25:00","128","27.60","40.8","13.08","863.03","4.12","6.59","1.96","85.2","14.9","362.2","0.1086","3.9","0.00","21.03","0.1503","25.5","10.6","24.6","0","NAN","NAN","13.906","34.33","18.78","1.63","30.6","13.906","13.80","0.15","33.04"
"2026-08-12 15:30:00","129","27.15","43.7","13.74","862.97","3.77","6.28","2.70","85.3","8.8","349.2","0.1048","3.8","0.00","21.07","0.1502","28.4","12.9","21.9","0","NAN","NAN","13.896","33.66","18.55","1.79","33.2","13.896","13.76","0.21","32.19"
"2026-08-12 15:35:00","130","27.65","42.2","13.67","863.13","3.52","6.15","1.88","85.5","7.0","336.7","0.1010","3.6","0.00","21.11","0.1501","27.3","12.1","23.8","0","NAN","NAN","13.871","33.56","18.30","1.64","30.0","13.871","13.72","0.14","33.23"
"2026-08-12 15:40:00","131","27.43","43.3","13.86","863.01","4.13","5.87","3.06","85.6","6.6","328.0","0.0984","3.5","0.00","21.15","0.1501","30.2","12.3","21.0","0","NAN","NAN","13.853","34.41","18.97","1.73","32.8","13.853","13.79","0.33","33.37"
"2026-08-12 15:45:00","132","27.66","42.0","13.59","862.99","3.47","4.88","1.79","85.7","6.1","319.7","0.0959","3.4","0.00","21.19","0.1500","28.4","9.2","17.8","0","NAN","NAN","13.869","33.66","18.92","1.59","30.1","13.869","13.74","0.19","33.48"
"2026-08-12 15:50:00","133","27.37","41.4","13.11","863.05","4.05","6.19","2.27","85.9","14.8","297.8","0.0893","3.2","0.00","21.23","0.1499","27.3","11.4","20.6","0","NAN","NAN","13.827","27.63","18.81","1.56","29.3","13.827","13.77","0.29","28.52"
"2026-08-12 15:55:00","134","27.57","42.3","13.63","863.12","3.86","6.62","2.15","86.0","16.7","292.8","0.0878","3.1","0.00","21.27","0.1499","29.4","9.5","21.7","0","NAN","NAN","13.837","28.49","18.34","1.45","26.6","13.837","13.70","0.22","28.62"
"2026-08-12 16:00:00","135","27.18","43.2","13.58","863.37","4.22","7.27","3.05","86.1","6.7","281.7","0.0845","3.0","0.00","21.30","0.1498","25.7","12.1","24.9","0","NAN","NAN","13.798","27.78","18.26","1.29","23.6","13.798","13.69","0.22","28.47"
"2026-08-12 16:05:00","136","27.29","42.3","13.38","863.52","4.21","5.70","2.81","86.3","13.1","272.6","0.0818","2.9","0.00","21.34","0.1498","23.3","12.5","27.9","0","NAN","NAN","13.788","28.04","18.21","1.31","23.9","13.788","13.67","0.14","28.60"
"2026-08-12 16:10:00","137","27.68","40.7","13.13","863.55","3.51","5.04","1.82","86.4","17.5","260.0","0.0780","2.8","0.00","21.37","0.1497","29.0","10.4","18.9","0","NAN","NAN","13.810","28.37","18.07","1.18","21.3","13.810","13.72","0.22","28.41"
"2026-08-12 16:15:00","138","27.15","43.2","13.58","863.63","3.73","5.65","1.80","86.5","15.9","235.7","0.0707","2.5","0.00","21.40","0.1497","23.0","13.3","30.1","0","NAN","NAN","13.779","27.78","18.43","1.10","20.3","13.779","13.72","0.28","28.42"
"2026-08-12 16:20:00","139","27.38","42.9","13.65","863.48","4.23","7.19","2.95","86.6","6.7","232.2","0.0697","2.5","0.00","21.43","0.1496","26.9","9.8","21.9","0","NAN","NAN","13.764","28.27","18.12","1.03","18.7","13.764","13.62","0.31","28.32"
"2026-08-12 16:25:00","140","26.87","43.6","13.44","863.76","3.83","5.35","2.80","86.8","7.6","204.6","0.0614","2.2","0.00","21.46","0.1496","26.6","11.8","23.4","0","NAN","NAN","13.735","27.81","18.35","0.99","18.2","13.735","13.65","0.24","28.13"
"2026-08-12 16:30:00","141","26.98","43.7","13.59","863.61","3.82","6.42","2.41","86.9","8.9","199.6","0.0599","2.1","0.00","21.49","0.1495","25.8","12.7","26.1","0","NAN","NAN","13.706","27.75","18.33","0.90","16.5","13.706","13.61","0.16","28.03"
"2026-08-12 16:35:00","142","26.70","42.9","13.05","863.66","3.65","5.88","2.47","87.0","15.8","181.3","0.0544","1.9","0.00","21.51","0.1495","28.7","11.2","19.9","0","NAN","NAN","13.720","27.88","17.73","0.98","17.4","13.720","13.60","0.15","28.16"
"2026-08-12 16:40:00","143","26.82","44.3","13.65","863.75","3.71","5.26","1.71","87.1","9.7","173.6","0.0521","1.8","0.00","21.54","0.1495","27.3","9.3","20.2","0","NAN","NAN","13.691","27.46","18.12","0.76","13.8","13.691","13.54","0.27","28.29"
"2026-08-12 16:45:00","144","26.79","43.6","13.38","863.99","3.99","5.68","2.55","87.2","10.6","157.1","0.0471","1.6","0.00","21.56","0.1494","23.6","12.9","28.1","0","NAN","NAN","13.683","27.54","17.73","0.89","15.8","13.683","13.58","0.29","27.62"
"2026-08-12 16:50:00","145","26.51","43.2","13.00","863.92","4.07","7.06","1.92","87.3","6.9","145.6","0.0437","1.5","0.00","21.58","0.1494","26.3","10.0","23.0","0","NAN","NAN","13.648","26.85","17.73","0.75","13.3","13.648","13.53","0.25","27.50"
"2026-08-12 16:55:00","146","26.50","44.8","13.54","863.85","3.77","5.32","2.62","87.4","16.1","131.1","0.0393","1.4","0.00","21.60","0.1494","28.2","9.4","20.5","0","NAN","NAN","13.655","26.87","18.06","0.59","10.7","13.655","13.60","0.18","27.71"
"2026-08-12 17:00:00","147","26.57","45.3","13.78","864.16","3.36","4.75","2.42","87.6","9.5","120.9","0.0363","1.2","0.00","21.62","0.1494","25.6","13.4","26.9","0","NAN","NAN","13.650","27.67","18.23","0.49","8.9","13.650","13.56","0.14","28.10"
"2026-08-12 17:05:00","148","26.42","45.5","13.71","863.98","3.17","4.33","1.72","87.7","10.7","102.9","0.0309","1.0","0.00","21.64","0.1493","29.5","10.9","22.7","0","NAN","NAN","13.632","27.75","17.57","0.56","9.8","13.632","13.56","0.12","27.55"
"2026-08-12 17:10:00","149","26.35","45.2","13.53","864.05","3.97","6.83","2.11","87.8","7.0","92.7","0.0278","0.9","0.00","21.66","0.1493","28.6","9.6","21.3","0","NAN","NAN","13.595","26.75","17.47","0.58","10.1","13.595","13.54","0.29","27.43"
"2026-08-12 17:15:00","150","25.95","47.4","13.89","864.17","3.75","5.39","2.16","87.9","10.8","74.9","0.0225","0.7","0.00","21.67","0.1493","27.5","12.0","24.0","0","NAN","NAN","13.600","26.59","18.01","0.51","9.2","13.600","13.46","0.22","26.77"
"2026-08-12 17:20:00","151","26.08","45.2","13.30","864.24","3.04","4.36","1.69","88.0","12.3","64.3","0.0193","0.6","0.00","21.68","0.1493","26.6","13.6","24.8","0","NAN","NAN","13.575","26.40","18.10","0.35","6.3","13.575","13.45","0.16","27.56"
"2026-08-12 17:25:00","152","25.89","47.5","13.90","864.24","3.16","5.49","2.17","88.0","7.9","49.1","0.0147","0.5","0.00","21.70","0.1493","26.6","11.8","25.4","0","NAN","NAN","12.354","26.74","17.61","0.34","6.0","12.354","12.28","0.29","27.13"
"2026-08-12 17:30:00","153","25.75","46.0","13.25","864.47","3.72","5.03","1.71","88.1","11.2","35.6","0.0107","0.3","0.00","21.71","0.1493","31.0","11.3","19.3","0","NAN","NAN","12.344","26.31","17.25","0.03","0.5","12.344","12.20","0.13","27.35"
"2026-08-12 17:35:00","154","25.74","45.2","12.97","864.35","3.11","4.69","1.72","88.2","6.7","23.1","0.0069","0.2","0.00","21.71","0.1493","27.3","11.4","24.8","0","NAN","NAN","12.338","26.51","17.86","0.22","3.9","12.338","12.19","0.15","27.04"
"2026-08-12 17:40:00","155","25.65","47.4","13.64","864.54","3.78","5.35","1.90","88.3","14.5","11.8","0.0035","0.1","0.00","21.72","0.1493","28.7","9.9","23.7","0","NAN","NAN","12.348","26.58","17.77","0.00","0.0","12.348","12.20","0.22","26.62"
"2026-08-12 17:45:00","156","25.95","46.4","13.58","864.47","3.75","6.56","2.29","88.4","13.0","1.4","0.0004","0.0","0.00","21.73","0.1493","28.2","12.5","22.5","0","NAN","NAN","12.349","26.83","0.00","0.00","0.0","12.349","12.23","0.14","27.64"
"2026-08-12 17:50:00","157","25.89","45.0","13.06","864.39","3.15","5.28","2.21","88.5","17.7","0.0","0.0000","0.0","0.00","21.73","0.1493","24.8","12.5","24.5","0","NAN","NAN","12.362","26.70","0.00","0.00","0.0","12.362","12.30","0.13","26.97"
"2026-08-12 17:55:00","158","25.54","45.7","12.97","864.68","3.00","4.19","1.74","88.6","17.4","0.0","0.0000","0.0","0.00","21.73","0.1493","27.8","10.5","22.6","0","NAN","NAN","12.331","25.92","0.00","0.00","0.0","12.331","12.23","0.28","27.22"
"2026-08-12 18:00:00","159","25.32","47.5","13.35","864.56","3.49","5.07","2.56","88.7","17.2","0.0","0.0000","0.0","0.00","21.73","0.1493","27.4","9.2","19.5","0","NAN","NAN","12.944","26.46","0.00","0.00","0.0","12.944","12.89","0.33","26.37"
"2026-08-12 18:05:00","160","25.29","47.7","13.40","864.73","3.56","5.78","1.83","88.7","12.3","0.0","0.0000","0.0","0.00","21.73","0.1493","23.9","12.5","29.7","0","NAN","NAN","12.927","25.86","0.00","0.00","0.0","12.927","12.80","0.14","26.29"
"2026-08-12 18:10:00","161","25.09","50.1","13.96","864.61","3.40","5.82","1.76","88.8","16.4","0.0","0.0000","0.0","0.00","21.73","0.1493","28.1","13.9","24.9","0","NAN","NAN","12.938","26.00","0.00","0.00","0.0","12.938","12.88","0.23","26.45"
"2026-08-12 18:15:00","162","25.16","48.6","13.57","864.79","3.22","4.88","2.13","88.9","7.3","0.0","0.0000","0.0","0.00","21.73","0.1493","22.3","14.1","30.2","0","NAN","NAN","12.938","26.30","0.00","0.00","0.0","12.938","12.81","0.18","26.41"
"2026-08-12 18:20:00","163","25.07","47.9","13.28","864.84","3.11","5.26","1.78","89.0","17.1","0.0","0.0000","0.0","0.00","21.72","0.1493","24.5","14.6","31.3","0","NAN","NAN","12.939","26.27","0.00","0.00","0.0","12.939","12.82","0.32","26.30"
"2026-08-12 18:25:00","164","24.56","48.5","12.98","864.86","2.61","4.45","1.77","89.0","14.0","0.0","0.0000","0.0","0.00","21.71","0.1493","25.0","11.8","27.1","0","NAN","NAN","12.939","25.15","0.00","0.00","0.0","12.939","12.84","0.20","26.14"
"2026-08-12 18:30:00","165","23.04","55.5","13.67","864.70","2.68","7.54","1.40","89.1","27.1","0.0","0.0000","0.0","0.02","21.71","0.1493","14.0","14.9","35.6","0","NAN","NAN","12.931","24.40","0.00","0.00","0.0","12.931","12.86","0.16","24.20"
"2026-08-12 18:35:00","166","22.79","57.8","14.03","864.77","3.45","9.23","1.98","95.2","20.7","0.0","0.0000","0.0","0.01","21.70","0.1494","13.7","11.5","23.2","0","NAN","NAN","12.913","23.04","0.00","0.00","0.0","12.913","12.85","0.24","24.44"
"2026-08-12 18:40:00","167","22.24","59.3","13.93","864.61","3.36","9.77","2.23","106.3","27.7","0.0","0.0000","0.0","0.02","21.68","0.1495","13.2","10.8","19.5","1","34","491207","12.925","23.54","0.00","0.00","0.0","12.925","12.87","0.16","23.20"
"2026-08-12 18:45:00","168","21.92","62.4","14.42","864.59","3.60","8.04","2.17","120.2","21.2","0.0","0.0000","0.0","0.01","21.67","0.1495","12.6","13.0","25.7","3","31","699772","12.895","23.31","0.00","0.00","0.0","12.895","12.80","0.24","23.44"
"2026-08-12 18:50:00","169","21.32","66.0","14.71","864.31","4.31","8.68","2.55","136.0","27.4","0.0","0.0000","0.0","0.01","21.66","0.1495","11.9","11.4","21.5","7","27","729093","12.897","22.53","0.00","0.00","0.0","12.897","12.82","0.26","22.73"
"2026-08-12 18:55:00","170","20.56","69.9","14.86","864.11","4.56","12.08","2.96","153.0","22.6","0.0","0.0000","0.0","0.00","21.64","0.1495","11.2","8.6","15.3","10","24","867037","12.883","21.43","0.00","0.00","0.0","12.883","12.79","0.24","21.49"
"2026-08-12 19:00:00","171","19.53","75.6","15.11","864.05","5.32","13.52","2.91","170.5","19.3","0.0","0.0000","0.0","0.02","21.62","0.1496","10.4","7.5","13.3","16","20","1056889","12.882","19.95","0.00","0.00","0.0","12.882","12.80","0.14","20.84"
"2026-08-12 19:05:00","172","18.91","82.6","15.89","863.65","6.20","10.28","2.90","188.0","29.1","0.0","0.0000","0.0","0.06","21.60","0.1499","9.6","8.4","19.6","24","17","1274045","12.873","19.87","0.00","0.00","0.0","12.873","12.78","0.28","20.52"
"2026-08-12 19:10:00","173","18.40","86.5","16.11","863.57","6.61","10.67","4.39","204.8","23.7","0.0","0.0000","0.0","0.15","21.58","0.1505","8.9","7.1","12.2","28","14","1431188","12.895","19.48","0.00","0.00","0.0","12.895","12.76","0.14","20.07"
"2026-08-12 19:15:00","174","17.55","91.2","16.10","863.43","7.52","15.39","3.81","220.6","26.6","0.0","0.0000","0.0","0.39","21.56","0.1520","8.2","7.7","15.3","37","10","1149383","12.890","17.80","0.00","0.00","0.0","12.890","12.78","0.23","19.24"
"2026-08-12 19:20:00","175","16.68","98.1","16.38","863.30","7.60","12.22","4.16","234.7","18.4","0.0","0.0000","0.0","0.46","21.54","0.1539","7.6","5.5","11.8","45","8","1279760","12.890","17.45","0.00","0.00","0.0","12.890","12.81","0.15","18.14"
"2026-08-12 19:25:00","176","16.56","98.1","16.26","862.97","8.23","13.98","4.94","246.8","20.1","0.0","0.0000","0.0","0.45","21.51","0.1557","7.0","3.7","7.5","58","6","1525331","12.889","17.51","0.00","0.00","0.0","12.889","12.77","0.21","17.55"
"2026-08-12 19:30:00","177","15.73","98.1","15.43","863.02","8.42","16.32","4.38","256.6","29.3","0.0","0.0000","0.0","0.93","21.49","0.1594","6.6","3.7","8.6","67","8","1492501","12.870","16.06","0.00","0.00","0.0","12.870","12.74","0.19","17.14"
"2026-08-12 19:35:00","178","15.57","98.1","15.27","862.75","8.74","14.33","4.89","263.9","26.3","0.0","0.0000","0.0","0.68","21.46","0.1621","6.3","4.9","8.5","82","6","1555097","12.845","15.98","0.00","0.00","0.0","12.845","12.79","0.31","17.11"
"2026-08-12 19:40:00","179","15.13","98.1","14.83","862.66","8.77","14.94","5.49","268.3","25.6","0.0","0.0000","0.0","0.42","21.43","0.1638","6.1","4.8","11.6","91","6","1728062","12.857","16.16","0.00","0.00","0.0","12.857","12.73","0.29","16.76"
